id,title,repository,workstream,workstream_title,subsystem,suggested_lane,classification,parallelism,prerequisites,write_scope,completion_condition
CS-JBC-A15,Define the physical-view plane,CellShard,CSATOM,CellShard biological execution atom core,compiler/atom,CS-JBC-L-ATOM-CORE,settled required mechanism,Serial within CS-JBC-L-ATOM-CORE; parallel with other provider/workstream lanes after JBC-G0-LIVE-BASELINE.,CS-JBC-A14,[proposed] include/CellShard/compiler/atom/;[proposed] src/compiler/atom/;[proposed] tests/jbc/atom/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-A16,Define the executable-affordance plane,CellShard,CSATOM,CellShard biological execution atom core,compiler/atom,CS-JBC-L-ATOM-CORE,settled required mechanism,Serial within CS-JBC-L-ATOM-CORE; parallel with other provider/workstream lanes after JBC-G0-LIVE-BASELINE.,CS-JBC-A15,[proposed] include/CellShard/compiler/atom/;[proposed] src/compiler/atom/;[proposed] tests/jbc/atom/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-A17,Define the evidence plane,CellShard,CSATOM,CellShard biological execution atom core,compiler/atom,CS-JBC-L-ATOM-CORE,settled required mechanism,Serial within CS-JBC-L-ATOM-CORE; parallel with other provider/workstream lanes after JBC-G0-LIVE-BASELINE.,CS-JBC-A16,[proposed] include/CellShard/compiler/atom/;[proposed] src/compiler/atom/;[proposed] tests/jbc/atom/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-A18,Define the dependency and invalidation plane,CellShard,CSATOM,CellShard biological execution atom core,compiler/atom,CS-JBC-L-ATOM-CORE,settled required mechanism,Serial within CS-JBC-L-ATOM-CORE; parallel with other provider/workstream lanes after JBC-G0-LIVE-BASELINE.,CS-JBC-A17,[proposed] include/CellShard/compiler/atom/;[proposed] src/compiler/atom/;[proposed] tests/jbc/atom/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-A19,"Define proposal, replica, halo, and contribution-overlap roles",CellShard,CSATOM,CellShard biological execution atom core,compiler/atom,CS-JBC-L-ATOM-CORE,settled required mechanism,Serial within CS-JBC-L-ATOM-CORE; parallel with other provider/workstream lanes after JBC-G0-LIVE-BASELINE.,CS-JBC-A18,[proposed] include/CellShard/compiler/atom/;[proposed] src/compiler/atom/;[proposed] tests/jbc/atom/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-A20,"Assemble the common atom envelope, builder, and nonowning view",CellShard,CSATOM,CellShard biological execution atom core,compiler/atom,CS-JBC-L-ATOM-CORE,settled required mechanism,Serial within CS-JBC-L-ATOM-CORE; parallel with other provider/workstream lanes after JBC-G0-LIVE-BASELINE.,CS-JBC-A19,[proposed] include/CellShard/compiler/atom/;[proposed] src/compiler/atom/;[proposed] tests/jbc/atom/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-E01,Define the evidence-kind taxonomy,CellShard,CSEVID,CellShard atom evidence atlas,compiler/evidence,CS-JBC-L-EVIDENCE-CORE,settled required mechanism,Serial within CS-JBC-L-EVIDENCE-CORE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-A20,[proposed] include/CellShard/compiler/evidence/;[proposed] src/compiler/evidence/;[proposed] include/CellShard/interop/cellerator/evidence_adapter_v1.hh;[proposed] tests/jbc/evidence/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-E02,Define atom-evidence record ABI v1,CellShard,CSEVID,CellShard atom evidence atlas,compiler/evidence,CS-JBC-L-EVIDENCE-CORE,settled required mechanism,Serial within CS-JBC-L-EVIDENCE-CORE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-E01,[proposed] include/CellShard/compiler/evidence/;[proposed] src/compiler/evidence/;[proposed] include/CellShard/interop/cellerator/evidence_adapter_v1.hh;[proposed] tests/jbc/evidence/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-E03,Define algorithm-provenance records,CellShard,CSEVID,CellShard atom evidence atlas,compiler/evidence,CS-JBC-L-EVIDENCE-CORE,settled required mechanism,Serial within CS-JBC-L-EVIDENCE-CORE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-E02,[proposed] include/CellShard/compiler/evidence/;[proposed] src/compiler/evidence/;[proposed] include/CellShard/interop/cellerator/evidence_adapter_v1.hh;[proposed] tests/jbc/evidence/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-E04,Define biological-stratum references,CellShard,CSEVID,CellShard atom evidence atlas,compiler/evidence,CS-JBC-L-EVIDENCE-CORE,settled required mechanism,Serial within CS-JBC-L-EVIDENCE-CORE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-E03,[proposed] include/CellShard/compiler/evidence/;[proposed] src/compiler/evidence/;[proposed] include/CellShard/interop/cellerator/evidence_adapter_v1.hh;[proposed] tests/jbc/evidence/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-E05,Define confidence and stability records,CellShard,CSEVID,CellShard atom evidence atlas,compiler/evidence,CS-JBC-L-EVIDENCE-CORE,settled required mechanism,Serial within CS-JBC-L-EVIDENCE-CORE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-E04,[proposed] include/CellShard/compiler/evidence/;[proposed] src/compiler/evidence/;[proposed] include/CellShard/interop/cellerator/evidence_adapter_v1.hh;[proposed] tests/jbc/evidence/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-E06,Define approximate-membership storage,CellShard,CSEVID,CellShard atom evidence atlas,compiler/evidence,CS-JBC-L-EVIDENCE-CORE,settled required mechanism,Serial within CS-JBC-L-EVIDENCE-CORE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-E05,[proposed] include/CellShard/compiler/evidence/;[proposed] src/compiler/evidence/;[proposed] include/CellShard/interop/cellerator/evidence_adapter_v1.hh;[proposed] tests/jbc/evidence/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-E07,Define negative evidence records,CellShard,CSEVID,CellShard atom evidence atlas,compiler/evidence,CS-JBC-L-EVIDENCE-CORE,settled required mechanism,Serial within CS-JBC-L-EVIDENCE-CORE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-E06,[proposed] include/CellShard/compiler/evidence/;[proposed] src/compiler/evidence/;[proposed] include/CellShard/interop/cellerator/evidence_adapter_v1.hh;[proposed] tests/jbc/evidence/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-E08,Define cross-operation evidence,CellShard,CSEVID,CellShard atom evidence atlas,compiler/evidence,CS-JBC-L-EVIDENCE-CORE,settled required mechanism,Serial within CS-JBC-L-EVIDENCE-CORE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-E07,[proposed] include/CellShard/compiler/evidence/;[proposed] src/compiler/evidence/;[proposed] include/CellShard/interop/cellerator/evidence_adapter_v1.hh;[proposed] tests/jbc/evidence/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-E09,Define cross-workload and graph-family evidence,CellShard,CSEVID,CellShard atom evidence atlas,compiler/evidence,CS-JBC-L-EVIDENCE-CORE,settled required mechanism,Serial within CS-JBC-L-EVIDENCE-CORE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-E08,[proposed] include/CellShard/compiler/evidence/;[proposed] src/compiler/evidence/;[proposed] include/CellShard/interop/cellerator/evidence_adapter_v1.hh;[proposed] tests/jbc/evidence/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-E10,Define cross-dataset template evidence,CellShard,CSEVID,CellShard atom evidence atlas,compiler/evidence,CS-JBC-L-EVIDENCE-CORE,settled required mechanism,Serial within CS-JBC-L-EVIDENCE-CORE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-E09,[proposed] include/CellShard/compiler/evidence/;[proposed] src/compiler/evidence/;[proposed] include/CellShard/interop/cellerator/evidence_adapter_v1.hh;[proposed] tests/jbc/evidence/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-E11,Implement evidence-atlas builder requirements and fill,CellShard,CSEVID,CellShard atom evidence atlas,compiler/evidence,CS-JBC-L-EVIDENCE-CORE,settled required mechanism,Serial within CS-JBC-L-EVIDENCE-CORE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-E10,[proposed] include/CellShard/compiler/evidence/;[proposed] src/compiler/evidence/;[proposed] include/CellShard/interop/cellerator/evidence_adapter_v1.hh;[proposed] tests/jbc/evidence/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-E12,Implement evidence-atlas merge,CellShard,CSEVID,CellShard atom evidence atlas,compiler/evidence,CS-JBC-L-EVIDENCE-CORE,settled required mechanism,Serial within CS-JBC-L-EVIDENCE-CORE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-E11,[proposed] include/CellShard/compiler/evidence/;[proposed] src/compiler/evidence/;[proposed] include/CellShard/interop/cellerator/evidence_adapter_v1.hh;[proposed] tests/jbc/evidence/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-E13,Implement evidence filtering and query,CellShard,CSEVID,CellShard atom evidence atlas,compiler/evidence,CS-JBC-L-EVIDENCE-CORE,settled required mechanism,Serial within CS-JBC-L-EVIDENCE-CORE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-E12,[proposed] include/CellShard/compiler/evidence/;[proposed] src/compiler/evidence/;[proposed] include/CellShard/interop/cellerator/evidence_adapter_v1.hh;[proposed] tests/jbc/evidence/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-E14,Persist and reload the evidence atlas,CellShard,CSEVID,CellShard atom evidence atlas,compiler/evidence,CS-JBC-L-EVIDENCE-CORE,settled required mechanism,Serial within CS-JBC-L-EVIDENCE-CORE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-E13,[proposed] include/CellShard/compiler/evidence/;[proposed] src/compiler/evidence/;[proposed] include/CellShard/interop/cellerator/evidence_adapter_v1.hh;[proposed] tests/jbc/evidence/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-E15,Adapt Cellerator support_atlas_v1 into atom evidence,CellShard,CSEVID,CellShard atom evidence atlas,compiler/evidence,CS-JBC-L-EVIDENCE-CORE,settled required mechanism,Serial within CS-JBC-L-EVIDENCE-CORE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-E14,[proposed] include/CellShard/compiler/evidence/;[proposed] src/compiler/evidence/;[proposed] include/CellShard/interop/cellerator/evidence_adapter_v1.hh;[proposed] tests/jbc/evidence/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-E16,Validate the atlas and emit mechanism statistics,CellShard,CSEVID,CellShard atom evidence atlas,compiler/evidence,CS-JBC-L-EVIDENCE-CORE,validation/evidence,Serial within CS-JBC-L-EVIDENCE-CORE; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CS-JBC-E15,[proposed] include/CellShard/compiler/evidence/;[proposed] src/compiler/evidence/;[proposed] include/CellShard/interop/cellerator/evidence_adapter_v1.hh;[proposed] tests/jbc/evidence/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
